litter	Basura	2016-10-14T14:03:39.281009	Litter
litter_desc	Limpiadores con acceso a la recicladora pueden retirar estos desperdicios	2016-10-14T14:03:39.281009	Cleaners with access to a recycler can remove this litter
make_active	Crear ítem activo L~A-L~A	2016-10-14T14:03:39.281009	Make active item L~A-L~A
make_chest	Crear ítem para pecho L~A-L~A	2016-10-14T14:03:39.281009	Make chest item L~A-L~A
make_feet	Crear ítem para pies L~A-L~A	2016-10-14T14:03:39.281009	Make feet item L~A-L~A
make_hands	Crear ítem para manos L~A-L~A	2016-10-14T14:03:39.281009	Make hands item L~A-L~A
make_implant	Crear ítem de implante L~A-L~A	2016-10-14T14:03:39.281009	Make implant item L~A-L~A
make_owned_action	Hacer propiedad de ~A	2016-10-14T14:03:39.281009	Make owned by ~A
make_owner_action	Hacer dueño de ~A	2016-10-14T14:03:39.281009	Make owner of ~A
master_spec	Master	2016-10-14T14:03:39.281009	Master spec
max_stack_size	Pila máxima: ~A	2016-10-14T14:03:39.281009	Max stack size: ~A
medic	Médico	2016-10-14T14:03:39.281009	Medic
medic_desc	Cura a los heridos, los enfermos y los desvalidos.	2016-10-14T14:03:39.281009	Heals the hurting, the diseased, the handicapped.
melee_name	Melee	2016-10-14T14:03:39.281009	Melee
mind_feeling_low2_desc	Nada importa, no quiero vivir.	2016-10-14T14:03:39.281009	Nothing matters, I do not want to live
missing_demands_desc	Algunas de mis demandas no están siendo satisfechas	2016-10-14T14:03:39.281009	Some of my demands are not being met
name_used	Este nombre ya está en uso	2016-10-14T14:03:39.281009	Name is already used
navigation	Navegación	2016-10-14T14:03:39.281009	Navigation
navigator	Navegador	2016-10-14T14:03:39.281009	Navigator
navigator_desc	Han visto cosas que nunca podrías imaginarte, han transportado megatoneladas más allá de Orion. Completan la carrera de Kessel en unidades de tiempo.	2016-10-14T14:03:39.281009	They have seen things you'll never believe, shuttled megatons off the shoulder of Orion. Makes the Kessel Run in actual time units.
obj_build_info	Click y arrastra para crear un plano de objecto y rotarlo. Presiona Esc para cancelar el plano mientras lo arrastras.	2016-10-14T14:03:39.281009	Click and drag to make an object blueprint and rotate it. You can press Esc while dragging to cancel the blueprint.
object	Objeto	2016-10-14T14:03:39.281009	Object
off	Off	2016-10-14T14:03:39.281009	Off
offcer_can_evolve	~A tiene ahora la experiencia suficiente para convertirse en ~A. Puedes ascender a este oficial en la pantalla de Staff.	2016-10-14T14:03:39.281009	~A is now experienced enough to become a ~A. You can promote this officer in the Staff screen.
officer_busy	El oficial está ocupado en otra parte	2016-10-14T14:03:39.281009	Officer is busy elsewhere
officer_dock	Muelle Spatials	2016-10-14T14:03:39.281009	Officer dock
officer_from	De ~A (L~A) a ~A	2016-10-14T14:03:39.281009	From ~A (L~A) in ~A
officer_in_crew	Nave actual: ~A	2016-10-14T14:03:39.281009	Current ship: ~A
officer_single_navi_speed	Contribución a la velocidad de la nave: +~0,2F%	2016-10-14T14:03:39.281009	Ship speed contribution: +~0,2F%
officer_single_navi_speed_desc	Nota: Si el oficial seleccionado no es el navegador más experimentado de la tripulación sólo contribuirá en una pequeña fracción a la velocidad de la nave	2016-10-14T14:03:39.281009	Note: if the selected officer is not the most experienced navigator in the crew they will only contribute a small fraction of the ship speed
on	On	2016-10-14T14:03:39.281009	On
on_patrol_busy	De patrulla	2016-10-14T14:03:39.281009	On patrol
on_strike	En huelga	2016-10-14T14:03:39.281009	On strike
on_strike_desc	Se niega a trabajar, sabotea el equipo	2016-10-14T14:03:39.281009	Refuses to work, sabotages equipment
owned_desc	Este objeto tiene dueño y sólo puede ser usado por él. Las tareas de mantenimiento aún pueden ser llevadas a cabo por otros oficiales o robots.	2016-10-14T14:03:39.281009	This object is owned and can only be used by its owner. Maintenance tasks can still be performed by other officers or robots.
owner_officer_select	Cambiar propietario	2016-10-14T14:03:39.281009	Change owner
owner_propagates_desc	Cuando este objeto tenga dueño, marcará automáticamente todos los demás objetos de la habitación como poseidos por el mismo dueño.	2016-10-14T14:03:39.281009	When this object is owned it will automatically mark every other object located in the same room as owned.
ownership	Propiedad	2016-10-14T14:03:39.281009	Ownership
ownership_area_must_single	Sólo una cama con dueño por habitación	2016-10-14T14:03:39.281009	Only one bed with ownership area per room
paid_salary_amt	~A/~A veces	2016-10-14T14:03:39.281009	~A/~A times
pending_upgrade	Pendiente de ascenso	2016-10-14T14:03:39.281009	Pending upgrade
pharmacist	Farmacéutico	2016-10-14T14:03:39.281009	Pharmacist
pharmacist_desc	Los médicos necesitan fármacos, y los farmacéuticos son los mejores elaborándolos.	2016-10-14T14:03:39.281009	Medics need drugs, and pharmacists are masters at making them.
pharmacy	Farmacia	2016-10-14T14:03:39.281009	Pharmacy
planet_resource_extract_disable	Desactivar la extracción de este tipo de recurso. El stock restante se conservará hasta que sea cargado en una nave.	2016-10-14T14:03:39.281009	Disable extraction of this kind of resource. The existing stock will remain until it's loaded into a ship.
planet_resource_extract_enable	Activar la extracción de este tipo de recurso	2016-10-14T14:03:39.281009	Enable extraction of this kind of resource
planet_storage_desc	Añade 20 a la capacidad de almacenamiento de los recursos extraídos en este planeta	2016-10-14T14:03:39.281009	Adds 50 to the storage capacity for the extracted resources in this planet
player	Jugador	2016-10-14T14:03:39.281009	Player
player_desc	Atacar estará bajo el control del jugador. Esta opción sólo se aplica mientras la entidad está seleccionada o forma parte de un escuadrón.	2016-10-14T14:03:39.281009	Attacking will be under player control. This setting only applies as long as the entity is selected or part of a squad
power	Energía	2016-10-14T14:03:39.281009	Power
power_short	Energía	2016-10-14T14:03:39.281009	Power
pr	RP	2016-10-14T14:03:39.281009	PR
prod_current_queue	Cola actual:	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
prod_global	Global	2016-10-14T14:03:39.281009	Global
prod_global_desc	Las órdenes de producción serán añadidas automáticamente al seleccionar el stock global deseado en la ventana de Inventario	2016-10-14T14:03:39.281009	Production orders will be automatically added by setting the desired global stock amount in the Inventory window
prod_local	Local	2016-10-14T14:03:39.281009	Local
prod_local_desc	Los encargos de producción deben ser añadidos manualmente con el botón Crear	2016-10-14T14:03:39.281009	Production orders must be added manually with the Create button
prod_production	Producción:	2016-10-14T14:03:39.281009	Production:
prodction_queue_empty	Vacío	2016-10-14T14:03:39.281009	Empty
producing_recipe	Produciendo:	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
range_max	Rango: ~A tiles	2016-10-14T14:03:39.281009	Range: ~A tiles
range_min_max	Rango: ~A a~A tiles	2016-10-14T14:03:39.281009	Range: ~A to ~A tiles
received_salary	Salario recibido: ~A de ~A veces	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
recipe_add_queue	Añadir a la cola	2016-10-14T14:03:39.281009	Add to queue
recipe_duration	Duración: ~As	2016-10-14T14:03:39.281009	Duration: ~As
recipe_failed	~A falló	2016-10-14T14:03:39.281009	~A failed
recipe_job_name	Trabajo: ~A	2016-10-14T14:03:39.281009	Required job: ~A
recipe_order_create	Crear orden	2016-10-14T14:03:39.281009	Create order
recipe_order_delete	Cancelar orden	2016-10-14T14:03:39.281009	Delete order
recruit_existing_xp	Experimentado en:	2016-10-14T14:03:39.281009	Experienced in:
recruit_existing_xp_in	~A: ~A XP\n	2016-10-14T14:03:39.281009	~A: ~A XP\n
recruit_hire	Contratar ~A	2016-10-14T14:03:39.281009	Hire ~A
recycle_items_level	Reciclar ítems por debajo de nivel:	2016-10-14T14:03:39.281009	Recycle items under level:
recycled_something	~A reciclado	2016-10-14T14:03:39.281009	Recycled ~A
recycler	Recicladora	2016-10-14T14:03:39.281009	Recycler
recycling	Reciclando	2016-10-14T14:03:39.281009	Recycling
redshirt	Redshirt	2016-10-14T14:03:39.281009	Redshirt
redshirt_desc	Aprendiz de todo, maestro de nada. Versátil pero prescindible, con mucho que aprender. Puede especializarse en cualquier clase. Algunas recetes pueden estar completamente fuera de su alcance.	2016-10-14T14:03:39.281009	Jack of all trades, master of none. Versatile but expendable, with a lot to learn. Can specialize into everything. Some recipes may be completely out of their reach.
remains	Restos	2016-10-14T14:03:39.281009	Remains
remains_desc	Los restos pueden reciclarse en la recicladora	2016-10-14T14:03:39.281009	Remains can be recycled in a recycler
remains_of	Restos de ~A	2016-10-14T14:03:39.281009	Remains of ~A
repair_workplace_action	Reparar ~A	2016-10-14T14:03:39.281009	Repair ~A
req_decor	Cualquier decor	2016-10-14T14:03:39.281009	Any decor
req_shower	Cualquier ducha	2016-10-14T14:03:39.281009	Any shower
researcher	Investigadores	2016-10-14T14:03:39.281009	Researcher
researcher_desc	¿Quién quiere sentarse ante un ordenador durante décadas? Los investigadores. Tu tecnología avanzará más rápido que nunca con un equipo de investigadores.	2016-10-14T14:03:39.281009	Who wants to stand in front of a computer for decades? Researchers. Your technology will advance faster than ever with a team of researchers.
resource_tag_armor	Armadura	2016-10-14T14:03:39.281009	Armor
resource_tag_crowdcontrol	Control de masas	2016-10-14T14:03:39.281009	Crowd Control
resource_tag_equipment	Equipo	2016-10-14T14:03:39.281009	Equipment
resource_tag_implant	Implante	2016-10-14T14:03:39.281009	Implant
resource_tag_medical	Medicina	2016-10-14T14:03:39.281009	Medical
resource_tag_shielding	Escudo	2016-10-14T14:03:39.281009	Shielding
resource_tag_slot_active	Activo	2016-10-14T14:03:39.281009	Active
resource_tag_slot_chest	Pecho	2016-10-14T14:03:39.281009	Chest
resource_tag_slot_feet	Pies	2016-10-14T14:03:39.281009	Feet
resource_tag_slot_hands	Manos	2016-10-14T14:03:39.281009	Hands
resource_tag_slot_implant	Implante	2016-10-14T14:03:39.281009	Implant
resource_tag_weapon	Arma	2016-10-14T14:03:39.281009	Weapon
restock_at	Restock en	2016-10-14T14:03:39.281009	Restock at
right_mouse_button_abbr	BDR	2016-10-14T14:03:39.281009	RMB
room_size	Tamaño de la habitación	2016-10-14T14:03:39.281009	Room size
room_size_amt	~A baldosas	2016-10-14T14:03:39.281009	~A tiles
rooms	Habitaciones	2016-10-14T14:03:39.281009	Rooms
salary	Salario	2016-10-14T14:03:39.281009	Salary
salary_amt	~A @ui_icon_20px_credits04.png por min.	2016-10-14T14:03:39.281009	~A @ui_icon_20px_credits04.png per min.
salary_demands	@ui_icon_20px_owner_03.png Compensación	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
sapper	Zapador	2016-10-14T14:03:39.281009	Sapper
scientist	Científico	2016-10-14T14:03:39.281009	Scientist
scientist_desc	Adeptos a investigar y experimentar. Manipular sustancias es su pan de cada día.	2016-10-14T14:03:39.281009	Adepts at researching and experimenting. Manipulating substances is their day to day.
scrap_ship	Deshechar nave	2016-10-14T14:03:39.281009	Scrap ship
security_spec	Seguridad	2016-10-14T14:03:39.281009	Security
select_officer	Seleccionar un oficial	2016-10-14T14:03:39.281009	Select an officer
select_officer_current_location	Seleccionar en localización actual	2016-10-14T14:03:39.281009	Select in current location
select_recipe_order	Seleccionar una receta:	2016-10-14T14:03:39.281009	Select a recipe:
select_ship_design	Seleccionar diseño de nave:	2016-10-14T14:03:39.281009	Select a ship design:
selected_recipe	Seleccionado: ~A	2016-10-14T14:03:39.281009	Selected recipe:
self_destroy	Autodestruir en un glorioso estallido para dañar a enemigos, con la posibilidad de iniciar incendio	2016-10-14T14:03:39.281009	Self destroy in a blaze of glory to damage enemies, with a chance to start a fire
set_rally_point	Designar punto de patrulla	2016-10-14T14:03:39.281009	Set patrol point
set_rally_point_label	Hacer clic para designar ~A como punto de patrulla por defecto	2016-10-14T14:03:39.281009	Click to set ~A default patrol point
ship_build_done	~A (~A)  ha sido terminada y está aparcada en la base	2016-10-14T14:03:39.281009	~A (~A) construction has been finished and is now parked at Home
ship_busy_cannot_edit	La nave no está aparcada en la base	2016-10-14T14:03:39.281009	Ship is not parked at home
ship_cargo_info	Carga: ~A usada/ ~A total	2016-10-14T14:03:39.281009	Cargo: ~A used / ~A total
ship_construction_is_paused	La construcción de la nave está pausada	2016-10-14T14:03:39.281009	Ship construction is paused
ship_construction_start	Comenzar construcción	2016-10-14T14:03:39.281009	Start construction
ship_engines_parts	Partes de motor de la nave	2016-10-14T14:03:39.281009	Ship engine parts
ship_hull_parts	Partes de casco de la nave	2016-10-14T14:03:39.281009	Ship hull parts
ship_kind_authority	Autoridad	2016-10-14T14:03:39.281009	Authority
ship_kind_benevolence	Benevolencia	2016-10-14T14:03:39.281009	Benevolence
ship_kind_diligence	Diligencia	2016-10-14T14:03:39.281009	Diligence
ship_kind_exploration	Exploración	2016-10-14T14:03:39.281009	Exploration
ship_kind_foresight	Previsión	2016-10-14T14:03:39.281009	Foresight
ship_kind_intervention	Intervención	2016-10-14T14:03:39.281009	Intervention
ship_kind_rationality	Rationalidad	2016-10-14T14:03:39.281009	Rationality
ship_kind_temerity	Temeridad	2016-10-14T14:03:39.281009	Temerity
ship_kind_volition	Voluntad	2016-10-14T14:03:39.281009	Volition
ship_lifesupport_parts	Partes de soporte vital de la nave	2016-10-14T14:03:39.281009	Ship life support parts
ship_must_parked_home	La nave debe estar aparcada en tu estación para poder ser desmantelada	2016-10-14T14:03:39.281009	The ship must be parked in your home station to be available for dismantling
ship_planner_cancel	Cancelar construcción	2016-10-14T14:03:39.281009	Cancel construction
ship_planner_info	Construcción de naves	2016-10-14T14:03:39.281009	Ship construction
ship_planner_must_single	Sólo un planificador de naves por estación	2016-10-14T14:03:39.281009	Only one ship planner per station
ship_planner_needed	Construir un planificador de naves primero	2016-10-14T14:03:39.281009	Build a ship planner first
ship_planner_pause	Pausar construcción	2016-10-14T14:03:39.281009	Pause construction
ship_planner_resume	Reanudar construcción	2016-10-14T14:03:39.281009	Resume construction
ship_scrap_confirm	¿Estás seguro? La nave será destruida y una cantidad escasa de recursos será obtenida	2016-10-14T14:03:39.281009	Are you sure? The ship will be destroyed and a small amount of resources will be obtained
ship_structure_parts	Estructuras de la nave	2016-10-14T14:03:39.281009	Ship structure parts
shipplanner	Planificador de naves	2016-10-14T14:03:39.281009	Ship planner
shipplanner_desc	Selecciona una nave para construir y controla el proceso de ensamblaje. Tras colocarlo construye uno ó más bancos de trabajo	2016-10-14T14:03:39.281009	Selects a ship for construction and monitors its building process. After building this object build one or more ship work desks.
ships	Naves	2016-10-14T14:03:39.281009	Ships
shipworktable	Banco de trabajo para naves	2016-10-14T14:03:39.281009	Ship work desk
shipworktable_desc	Usado por oficiales para usar en la construcción de naves. La cola de producción está controlada por el planificador de construcción de naves.	2016-10-14T14:03:39.281009	Used by officers to work on various parts of ship building. Its production queue is controlled by the ship building planner.
sight_range	Visión: ~A tiles	2016-10-14T14:03:39.281009	Sights: ~A tiles
slime_node	Nodo de limo	2016-10-14T14:03:39.281009	Slime node
slot_active	Activo	2016-10-14T14:03:39.281009	Active
slot_chest	Pecho	2016-10-14T14:03:39.281009	Chest
slot_feet	Pies	2016-10-14T14:03:39.281009	Feet
slot_hands	Manos	2016-10-14T14:03:39.281009	Hands
slot_implant	Implante	2016-10-14T14:03:39.281009	Implant
slot_name	Ranura: ~A	2016-10-14T14:03:39.281009	Slot: ~A
slot_need_higher_spec	Necesita una especialización superior	2016-10-14T14:03:39.281009	Needs a higher spec
spatials_shuttle	Lanzadera de aterrizaje Spatials	2016-10-14T14:03:39.281009	Spatials landing shuttle
spec_no_more_parent	El oficial ha llegado al nivel máximo de especialización	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
spec_not_ready	Para ascender a ~A al menos una tarea debe alcanzar la XP requerida	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
spec_requires_xp_in	~A de ~A XP en ~A\n	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
spec_unlocks	Desloquea especialización:	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
spec_upgrade_to	Mejorar a\n~A	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
speed_n	Velocidad: ~0,2F mParsec/s	2016-10-14T14:03:39.281009	Speed: ~0,2F mParsec/s
squad_all	Todo	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
squad_combat	Combate	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
squad_combat_busy_desc	Sólo combate	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
squad_combat_button	Los miembros del escuadrón ignorarán todas las tareas y se centrarán en el combate	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
staff_ui_current_spec	Especialización:	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
staff_ui_upgrade_spec	@ui_icon_20px_xp2.png Promoción	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
steel	Acero	2016-10-14T14:03:39.281009	Steel
steel_node	Nodo de acero	2016-10-14T14:03:39.281009	Steel node
storage_area_must_single	Sólo un almacén por habitación.	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
surgeon	Cirujano	2016-10-14T14:03:39.281009	Surgeon
surgeon_desc	Un cirujano ha salvado a cientos de oficiales y puede obrar milagros en poquísimo tiempo.	2016-10-14T14:03:39.281009	A surgeon has saved hundreds of officers, and can work miracles in a very short time.
toogle_global_recipes	Activar o desactivar recetas disponibles para la producción global en este objeto:	2016-10-14T14:03:39.281009	Enable or disable available recipes for global production in this object:
turret_name	Torreta	2016-10-14T14:03:39.281009	Turret
tutorial_ended	El tutorial ha terminado	2016-10-14T14:03:39.281009	Tutorial is finished
tutorial_exit	@ui_icon_30px_help_02.png	2016-10-14T14:03:39.281009	@ui_icon_30px_help_02.png
tutorial_exit_tooltip	Salir del tutorial actual y volver al menú de tutoriales	2016-10-14T14:03:39.281009	Exit the current tutorial and go back to the tutorial menu
tutorial_galaxy_basics_3	Vamos a viajar al planeta tutorial. Puedes encontrar el panel de la flota en la derecha de la pantalla. Para emitir una orden directa de viaje, arrastra y suelta la nave destacada en el planeta Tutoland. Recuerda que puedes mover ventanas alrededor desde su barra de título si bloquean su objetivo.	2016-10-14T14:03:39.281009	Let's travel to the tutorial planet. To issue a direct travel order, drag and drop the highlighted ship on to the Tutoland planet. Remember you can move windows around by their title bar if they block your target.
tutorial_planet_basics_2	Al igual que en la estación, puedes desplazarte alrededor en cualquier momento pulsando el botón derecho del ratón. Acércate y aléjate con la rueda del ratón.	2016-10-14T14:03:39.281009	Like in the station, you can scroll around anytime by using the WASD keys. Zoom in and out using the mouse wheel.
tutorial_planet_basics_3	Para dar órdenes a tus oficiales, puedes seleccionarlos con la herramienta de info y a continuación, utilizar el panel de órdenes en la parte inferior de la pantalla para decirles dónde caminar o teletransportarse. Vamos a probarlo. Selecciona cualquier oficial con la herramienta de info.	2016-10-14T14:03:39.281009	To give orders to your officers, you can select them with the info tool, then use the orders panel in the bottom of the screen to teleport them or use their active items. Let's try it. Select any officer with the info tool.
tutorial_planet_basics_4	La barra de acción aparece cuando la entidad seleccionada acepta órdenes directas de ti. Por ejemplo, puedes decirle al oficial seleccionado que camine hasta un cierto punto usando la acción Caminar a.	2016-10-14T14:03:39.281009	The action bar is displayed when the selected entity allows direct orders from you. For an officer the most direct order is to walk to some point, which is always bound to the right mouse button. Other actions may show up in a context menu when using the right mouse button, like direct work orders.
tutorial_planet_basics_5	Si quieres que tus oficiales lleguen a un sitio difícil, siempre puedes utilizar la herramienta de teletransporte. Fíjate cómo ésta y otras acciones anuncian un keybind en su información (T para Teletransportarse a). Haz uso de las asociaciones de teclas para emitir órdenes rápidamente.	2016-10-14T14:03:39.281009	If you want your officers to reach a difficult spot, you can always use the teleporter tool. Notice how this and other actions advertise a keybind in their tooltip (by default it's T for Teleport). Make use of keyboard bindings to quickly issue orders.
tutorial_planet_basics_7	Todos tus oficiales están armados y preparados, en modo automático. Atacarán automáticamente a los enemigos o curarán a sus amigos mientras se encuentren en su radio de acción, sin necesidad de darles órdenes. Puedes hacer shift-click para activar o desactivar este modo en los botones de acción en la barra inferior, y entonces usar esos botones tu mismo. También puedes sub-seleccionar miembros de tu squad haciendo shift-click en sus mini botones.	2016-10-14T14:03:39.281009	NOT FOUND IN GAME
tutorial_planet_extraction_2	Ahora haz clic en el objeto resaltado: el Extractor de Bio.	2016-10-14T14:03:39.281009	Now click on the highlighted object: the extractor.
tutorial_station_basics_2	Desplázate alrededor de tu estación espacial pulsando el botón derecho del ratón. Acércate y aléjate con la rueda del ratón.	2016-10-14T14:03:39.281009	Scroll around your space station by using the WASD keys. Zoom in and out using the mouse wheel.
tutorial_station_production_5	La pestaña de factoría permite cambiar la receta de la cocina seleccionada. Por defecto no hay recetas seleccionadas y la cocina está apagada. Ponla a cocinar raciones de verduras haciendo clic en el botón resaltado.	2016-10-14T14:03:39.281009	The factory tab allows to add new production orders to the selected kitchen. By default its production queue has no orders and the kitchen is disabled. Let's create a new order. Click the Create order button.
tutorial_station_production_5_3	Ahora tenemos que indicar la cantidad de veces que se preparará esta receta. Haz clic en el indicador del numero y escribe 3 cuando te lo pida.	2016-10-14T14:03:39.281009	Now we need to set the amount of times we ran to make this recipe. Click the number label and enter 3 when prompted.
tutorial_station_production_5_4	El pedido está configurado y listo para ser creado. Haz clic en Añadir a la cola para crear la orden y añadirla a la cola de producción de la cocina.	2016-10-14T14:03:39.281009	Our order is now configured and ready to be created. Click Add to queue to create the order and add it to the kitchen production queue.
tutorial_station_production_6	Ahora tus agentes empezaran a cocinar raciones, siempre y cuando tenga los recursos necesarios y tengan habilitado el trabajo de cocina.\nEspera a que terminen una ración.	2016-10-14T14:03:39.281009	Your officers will now start cooking rations, as long as they have the required resources, they have the cooking job enabled, and the production queue still has orders to complete.\nLet's wait for them to finish one ration.
tutorial_station_stocks_8	En este panel se pueden ajustar los parámetros para el sistema de mantenimiento de stocks de este mostrador de alimentos. Hagamos un stock de raciones. Haz clic en la etiqueta de "disabled", y selecciona las raciones en la ventana emergente.	2016-10-14T14:03:39.281009	In this panel you can adjust the parameters for the stock keeping system in this food vendor. It's already set to stock rations by default, but you can change its resource if you wish so.
tutorial_station_title	Tutorial de Estación	2016-10-14T14:03:39.281009	Station tutorial
tutorial_waiting	Esperando...	2016-10-14T14:03:39.281009	Waiting...
type_restock_at_stock	Las tareas de restocking se iniciaran el stock sea igual o inferior a este valor y hasta alcanzar la cantidad máxima de existencias.	2016-10-14T14:03:39.281009	Restocking tasks will start when the stock amount is equal or lower to this value, until it reaches the max stock amount.
type_ship_name	Escribir nombre de la nave:	2016-10-14T14:03:39.281009	Type the ship name:
unowned	Sin dueño	2016-10-14T14:03:39.281009	Unowned
unowned_desc	Este objeto no tiene dueño y puede ser usado por cualquiera.	2016-10-14T14:03:39.281009	This object has no owner and can be used by anybody.
unowned_keep	Poner disponible este objeto para cualquiera	2016-10-14T14:03:39.281009	Make this object available to anybody
visitor_docking_disabled	No permitir naves de visitantes	2016-10-14T14:03:39.281009	Do not allow visitor ships to dock here
visitor_docking_enabled	Permitir naves de visitantes	2016-10-14T14:03:39.281009	Allow visitor ships to dock here
walk_here	Caminar hasta aquí	2016-10-14T14:03:39.281009	Walk here
wallet	Monedero	2016-10-14T14:03:39.281009	Wallet
work_on_action	Trabajar en ~A	2016-10-14T14:03:39.281009	Work on ~A
bonus_absorb	Bonus: absorción	2016-10-15T18:36:49.149605	NOT FOUND IN GAME
bonus_damage	Bonus: DPS	2016-10-15T18:36:49.149605	NOT FOUND IN GAME
bonus_healing	Bonus: CPS	2016-10-15T18:36:49.149605	NOT FOUND IN GAME
bonus_health	Bonus: vida	2016-10-15T18:36:49.149605	Bonus health
build_floor	Construir suelo	2016-10-15T18:36:49.149605	Build floor
build_floors_label	Tipos de suelo:	2016-10-15T18:36:49.149605	Room floor styles:
build_object	Construir objeto	2016-10-15T18:36:49.149605	Build object
build_objects_label	Objetos:	2016-10-15T18:36:49.149605	Objects:
chemical_workshop	Taller químico	2016-10-15T18:36:49.149605	NOT FOUND IN GAME
chemical_workshop_desc	Manufacturas usando reacciones químicas simples	2016-10-15T18:36:49.149605	NOT FOUND IN GAME
goal_itemequip1_desc	Equipa ítems 10 veces a cualquier cantidad de oficiales	2016-10-15T18:36:49.149605	Equip new items 10 times to any number of officers.
goal_itemprod1_desc	Construye 15 ítems de cualquier tipo y nivel.	2016-10-15T18:36:49.149605	Make 15 items of any kind and of any level.
goal_research1_desc	Completa una investigación de cualquier tipo	2016-10-15T18:36:49.149605	Complete the research one technology tier of any kind.
goal_research1_title	Investiga 1 nivel de tecnología	2016-10-15T18:36:49.149605	Research 1 tier
goal_research2_desc	Tus oficiales han de producir 500 puntos de tecnología trabajando en sus mesas de investigación.	2016-10-15T18:36:49.149605	Have your officers produce 500 research points by working on research desks.
goal_research2_title	Investiga 500 puntos	2016-10-15T18:36:49.149605	Research 500 points
group_decor	Decoración y jardín	2016-10-15T18:36:49.149605	Decoration and gardening
group_facilities	Instalaciones y seguridad	2016-10-15T18:36:49.149605	Facilities and security
group_health	Salud e higiene	2016-10-15T18:36:49.149605	Health and hygiene
group_sleeping	Hospedaje	2016-10-15T18:36:49.149605	Hospitality
kb_action_1	Acción: ítem activo 1	2016-10-15T18:36:49.149605	NOT FOUND IN GAME
kb_action_2	Acción: ítem activo 2	2016-10-15T18:36:49.149605	NOT FOUND IN GAME
kb_action_3	Acción: ítem activo 3	2016-10-15T18:36:49.149605	NOT FOUND IN GAME
kb_action_4	Acción: ítem activo 4	2016-10-15T18:36:49.149605	NOT FOUND IN GAME
kb_action_5	Acción: ítem activo 5	2016-10-15T18:36:49.149605	NOT FOUND IN GAME
kb_action_6	Acción: ítem activo 6	2016-10-15T18:36:49.149605	NOT FOUND IN GAME
make_filtered_water	Preparar Agua filtrada	2016-10-15T18:36:49.149605	NOT FOUND IN GAME
make_vitamin_water	Preparar Agua vitaminada	2016-10-15T18:36:49.149605	NOT FOUND IN GAME
missing_demands	Falta compensación	2016-10-15T18:36:49.149605	Missing demands
obj_group_commercial	Comercial	2016-10-15T18:36:49.149605	Commercial
obj_group_decor	Decoración	2016-10-15T18:36:49.149605	Decoration
obj_group_eating	Comida y bebida	2016-10-15T18:36:49.149605	Food & drink
obj_group_facilities	Instalaciones	2016-10-15T18:36:49.149605	Facilities
obj_group_factory	Producción	2016-10-15T18:36:49.149605	Production
obj_group_gardening	Jardín	2016-10-15T18:36:49.149605	Gardening
obj_group_health	Salud	2016-10-15T18:36:49.149605	Health
obj_group_hygiene	Higiene	2016-10-15T18:36:49.149605	Hygiene
obj_group_misc	Otros	2016-10-15T18:36:49.149605	Others
obj_group_recreational	Recreativo	2016-10-15T18:36:49.149605	Recreational
obj_group_security	Seguridad	2016-10-15T18:36:49.149605	Security
obj_group_sleeping	Descanso	2016-10-15T18:36:49.149605	Resting
press_esc_cancel2	\nPulsa Esc botón derecho del ratón para cancelar	2016-10-15T18:36:49.149605	\nPress Esc or right mouse button to cancel
purchases	Compras	2016-10-15T18:36:49.149605	Purchases
recipe_order_amount	Introduce cuantas veces quieres producir esta receta, o -1 para infinitas veces.	2016-10-15T18:36:49.149605	How many times to produce the recipe, or -1 for infinite times.
recipe_order_amount_tip	Introduce cuantas veces quieres producir esta receta	2016-10-15T18:36:49.149605	How many times to produce the recipe
spec_of_amt_requires_xp_in	~A de ~A XP en ~A\n	2016-10-15T18:36:49.149605	NOT FOUND IN GAME
spec_requires	Requiere XP en una tarea:	2016-10-15T18:36:49.149605	NOT FOUND IN GAME
tutorial_station_floor_tool_3_2	Consejo: Puedes presionar mayúsculas para cambiar la herramienta de construcción por el borrador de suelos. También puedes pulsar Esc mientras la arrastras para cancelarla.	2016-10-15T18:36:49.149605	NOT FOUND IN GAME
uncompensated	Sin compensación	2016-10-15T18:36:49.149605	Uncompensated
value_higher_min	El valor ha de ser superior a la cantidad mínima	2016-10-15T18:36:49.149605	Value must be higher than min amount
value_lower_max	El valor debe ser inferior a la cantidad máxima	2016-10-15T18:36:49.149605	Value must be lower than max amount
visitor_dock	Muelle de visitantes	2016-10-15T18:36:49.149605	Visitor dock
